texto,classe
"Portaria MF nº 203, de 20 de agosto de 1981 — Receita Federal",fato
1940 A 1944 - O Imposto de Renda Alcança o Primeiro Lugar em Arrecadação — Receita Federal,fato
Dia 10/11/2025 — Receita Federal,fato
Leiaute 1.3 do LCDPR,fato
Operação da Receita Federal apreende R$ 550.000 em esmeraldas sem documentação em encomenda dos Correios em Recife,fato
Receita Federal assina acordo com a Noruega para a eliminação da dupla tributação,fato
Receita Federal atualiza regras do controle aduaneiro de passageiros,fato
"RFB participa do recém-publicado programa do MEC, Na Ponta do Lápis — Receita Federal",fato
DME - Declaração de Operações Liquidadas com Moeda em Espécie — Receita Federal,fato
Receita Federal realiza live com o CFC sobre o Programa de Regularização de Bens no Brasil e no Exterior (Rerct-Geral),fato
2.1.3 Condições — Receita Federal,fato
Códigos de ocupações — Receita Federal,fato
Cidadania Fiscal da Receita Federal participa do 1º encontro do Programa Consciência e Ação,fato
Capítulo XIX - IRPJ e CSLL - Operações Internacionais 2021,fato
"Imposto de Renda 2026: Receita Federal estima que 2,2 milhões de declarações caíram na malha fina",fato
"IR: Receita recebe mais de 44 milhões de declarações, diz ministro da Fazenda",fato
Imposto de Renda 2026: mais de 44 milhões de contribuintes entregaram declaração,fato
"Na reta final do Imposto de Renda 2026, cerca de 400 mil pessoas ainda não enviaram declaração",fato
Imposto de Renda 2026: errou ou entregou declaração incompleta? Saiba como fazer a retificadora,fato
Imposto de Renda 2026: veja o que acontece se você não entregar a declaração e como evitar multas,fato
Imposto de renda 2026: veja quem precisa declarar,fato
Ministro da Fazenda diz que monitoramento de fintechs permitiu combater crime organizado no 'andar de cima',fato
Imposto de Renda: Saiba tudo sobre Declaração do IR - G1 Economia,fato
IR 2026: Receita libera programa; contribuinte terá fim de semana para fazer declaração,fato
Imposto de Renda 2026: como declarar pensão alimentícia sem cair na malha fina,fato
Imposto de Renda 2026: prazo termina nesta semana e programa ao vivo tirou dúvidas,fato
"Imposto de Renda 2026: Receita abre consulta ao 1º lote de restituição, o maior da história; veja como fazer",fato
IR 2026: contribuinte pode saber em um dia se declaração entregue caiu na malha fina; entenda,fato
"Novo leilão da Receita tem dois PS5 por R$ 853 e carros a partir de R$ 1,9 mil; veja como participar",fato
"Arrecadação federal soma R$ 229 bilhões em março, com alta de 5% e bate recorde para o mês",fato
Receita Federal lança canal de atendimento no Telegram para serviços relacionados ao CPF,fato
"Tributação de bets e loterias rendeu quase R$ 5 bilhões em arrecadação até julho, diz Receita",fato
"Leilão da Receita tem iPhone 17, MacBook Air, videogames e vinhos; veja lances a partir de R$ 100",fato
Novo leilão da Receita tem iPhone 13 por R$ 731 e MacBook por R$ 4 mil; veja como participar,fato
Imposto de Renda: Receita abre nesta sexta consultas a lote residual de restituições de quase R$ 500 milhões,fato
Haddad diz que fraudes na importação de combustíveis chegam a bilhões de reais,fato
Receita Federal alerta sobre novo 'golpe por correspondência',fato
"Imposto de Renda 2023: caí na malha fina, o que fazer agora?",fato
"Golpe do amor, do IOF, das redes sociais e do WhatsApp: veja fraudes detectadas pela Receita nas encomendas internacionais",fato
iFood paga quase R$1 bilhão em tributos após derrota judicial sobre benefício tributário indevido,fato
Economia - PF prende ex-chefe da Receita Federal em Caruaru-PE,fato
Secretário da Receita demitido é defensor histórico do imposto único,fato
Leilão da Receita: nova edição tem carro por R$ 13 mil e celulares por R$ 450; veja como participar,fato
771 mil declarações estão na malha fina do Imposto de Renda 2016,fato
"Com aumento de impostos, carga tributária bate recorde histórico em 2024 e alcança maior nível em mais de duas décadas",fato
Imposto de Renda 2024: Receita paga 4º lote de restituição nesta sexta; veja quem recebe e calendário,fato
Imposto de Renda 2024: como baixar o programa,fato
Paralisação de auditores da Receita Federal tem início nesta quinta-feira,fato
Imposto de Renda 2023: Veja quem é obrigado a declarar,fato
"Arrecadação federal soma R$ 2,21 trilhões em 2022 e bate novo recorde",fato
"Arrecadação federal soma R$ 230,2 bilhões em maio deste ano, maior valor para o mês em 30 anos",fato
Como alterar dados pessoais errados na carteira de trabalho digital?,fato
Prazo para propostas para Leilão da Receita com carros a partir de R$ 15 mil termina nesta segunda-feira,fato
Receita divulga regras sobre contribuição ao INSS de trabalhador que ganha menos que o mínimo,fato
Governo regulamenta bônus por produtividade a auditores fiscais da Receita,fato
"Iagaro Jung Martins, subsecretário de fiscalização da Receita Federal, sobre Lava Jato",fato
Seu CPF tem pendências? Veja como fazer consulta e deixá-lo em situação regular,fato
"Novo leilão da Receita tem lote com vários PlayStations 5 e Xbox por R$ 6,9 mil e SUV por R$ 22,5 mil; veja como participar",fato
Receita lança operação e notifica mais de 6 mil empresas por supostas irregularidades no IR,fato
"Imposto de Renda 2023: Receita abre consulta a 4º lote de restituições na próxima quinta e pagará R$ 7,5 bilhões",fato
Veja o que fazer se caiu na malha fina do leão,fato
"Leilão da Receita: começa hoje fase de propostas para edição com dois carros por R$ 3,6 mil; veja como fazer",fato
Receita promove leilão de vinhos raros e de colecionador em SP; veja como participar,fato
Receita alerta sobre golpe que usa carta para induzir contribuinte a acessar site falso,fato
Veja o passo a passo para instalação do programa para gerar o Imposto de Renda 2020,fato
Carf decide que Grupo Gerdau deve devolver R$ 4 bilhões à Receita,fato
"Receita Federal libera inscrição de novos CPFs por e-mail, sem custo e para qualquer idade",fato
Imposto de Renda 2025: Receita abre consulta ao 1º lote de restituição; veja se vai receber,fato
Receita libera consulta a lote residual do IR de anos anteriores - notícias em Imposto de Renda 2016,fato
"Receita espera receber 28,8 milhões de declarações do Imposto de Renda em 2018",fato
Receita Federal suspende necessidade de autenticação de documentos,fato
CPF: veja como consultar e regularizar pendências,fato
Reforma tributária: notas fiscais sem indicação dos impostos sobre o consumo não mais serão rejeitadas automaticamente,fato
"Leilão da Receita tem nova edição com iPhone a partir de R$ 900, notebooks e até Rolex; veja como participar",fato
"Leilão da Receita: propostas começam nesta quinta, com PlayStation 5 por R$ 800 e notebook por R$ 500",fato
Receita libera consulta ao 7º lote do Imposto de Renda 2016,fato
"Receita reforça combate a créditos tributários indevidos no setor de combustíveis, alvo de operação contra lavagem de dinheiro do PCC",fato
Jogos de azar: Secretário da Receita diz que foco é fiscalizar empresas e não apostadores,fato
"IR 2023: mais de 1,3 milhão de contribuintes caíram na malha fina; veja principais motivos",fato
"Após nova operação contra o PCC, Haddad anuncia criação de delegacia da Receita em Brasília",fato
"Arrecadação federal soma R$ 222 bilhões em fevereiro, com alta de 5,7% e bate recorde para o mês",fato
Decisão do STF permite cobrança de impostos retroativos e pode aumentar dívidas de empresas; entenda,fato
Receita exigirá CPF em fundos de investimento para rastrear organizações criminosas,fato
Leilão da Receita Federal tem iPad e notebook por R$ 1 mil; saiba como participar,fato
Empresas de criptoativos no exterior que prestam serviços no país terão de enviar informações à Receita Federal,fato
Leilão da Receita tem PlayStation 5 por R$ 800 e notebook por R$ 500; veja como participar,fato
Imposto de Renda 2026: veja passo a passo para fazer a declaração pré-preenchida,fato
"Pela 1ª vez na história, arrecadação federal supera R$ 200 bi em agosto e bate recorde para o mês",fato
Adesão ao ‘Refis’ para renegociação de dívidas com a Receita Federal começa nesta sexta-feira (5),fato
Imposto de Renda 2024: como declarar aluguel pago e recebido,fato
"Leilão da Receita: nova edição tem carros a partir de R$ 3 mil e PlayStation 5 por R$ 1,4 mil; veja como participar",fato
Imposto de Renda 2024: Receita paga 3º lote de restituição nesta quarta; veja quem recebe e calendário,fato
Meu Imposto de Renda está disponível: veja como funciona e como fazer declaração pré-preenchida online,fato
Imposto de Renda: o que fazer se você perdeu os recibos de gastos médicos,fato
"Arrecadação federal atinge R$ 190,6 bilhões em março, maior resultado para o mês em 30 anos",fato
Declaração do IR pode passar a ser automática em até três anos,fato
"IRPF 2026 bate recorde com 44,4 milhões de declarações enviadas",fato
"Receita Federal recebeu 44,5 milhões de declarações do IRPF 2026",fato
"IR 2026: Receita recebe 44,5 milhões de declarações, diz Durigan",fato
RJ: polícia faz ação contra venda clandestina de canetas emagrecedoras,fato
Receita tem recorde de restituições no fim do prazo de entrega do IR,fato
"A 5 horas do fim do prazo, 900 mil não enviaram declaração do IR",fato
Prazo para declarar Imposto de Renda termina às 23h59 desta sexta,fato
Entenda o que é o Imposto de Renda e por que deve ser declarado,fato
"A um dia do fim do prazo, 5,1 milhões não enviaram declaração do IR",fato
Fintechs investigadas movimentaram R$ 26 bilhões em operações atípicas,fato
"A dois dias do fim do prazo, 7,7 milhões não enviaram declaração do IR",fato
Ação em 5 estados investiga ligação do PCC com setor de combustíveis,fato
Nova fase de operação mira PCC e empresas do setor de combustíveis,fato
Dia Mundial sem Tabaco: novas tecnologias camuflam vapes e são desafio,fato
"Afinal, o que é Imposto de Renda? Por que declarar?",fato
Mais de 50 mil empresas participam hoje do Dia Livre de Impostos,fato
MPF pede investigação sobre contaminação de rios em terra indígena,fato
BNDES abre financiamento para transporte de carga e passageiros,fato
TSE marca julgamento de recurso de Cláudio Castro para 2 de junho,fato
STF vai julgar caso de venda de sentenças no STJ,fato
Comissão de Mortos e Desaparecidos conclui: JK foi morto pela ditadura,fato
"Governo reafirma que soberania é ""inegociável"" e critica clã Bolsonaro",fato
"Em SP, povos e comunidades lançam aliança em Defesa da Mata Atlântica",fato
Portal da Transparência detalha gastos do programa Gás do Povo,fato
Quênia prende 8 estudantes suspeitos de incêndio criminoso em escola,fato
Casos de síndrome respiratória grave continuam aumentando no país,fato
"Ministério da Fazenda projeta crescimento econômico de 2,3% para 2026",fato
Lula critica Trump: criminosos devem ser combatidos dentro do Brasil,fato
Neymar pode ficar fora da estreia da seleção brasileira na Copa,fato
Hábito de colecionar figurinhas vem do século passado,fato
"Um dos maiores do país, São João de Caruaru começa no sábado | Radioagência Nacional",fato
Festival debate futuro da mídia digital e inteligência artificial,fato
Esclerose múltipla afeta 40 mil brasileiros entre 20 e 50 anos,fato
Polícia investiga idosa por manter 400 gatos em apartamento de SC,fato
Concessão da chamada Rota dos Sertões será leiloada nesta quinta-feira,fato
Lula comemora aprovação do fim da escala 6x1 na Câmara,fato
Receita abre consulta a primeiro lote de restituição do IR nesta sexta,fato
Receita pagará R$ 16 bilhões no maior lote de restituição da história,fato
Saiba como corrigir erros na declaração e não cair na malha fina,fato
Arrecadação federal bate recorde e supera R$ 278 bilhões em abril,fato
"A 11 dias do fim do prazo, 40% não enviaram declaração do IRPF",fato
IR 2026: chance maior de inclusão no primeiro lote termina domingo,fato
IBS e CBS terão que constar nas notas fiscais a partir de agosto,fato
Operação Refugo mira fraudes no setor de plástico em São Paulo,fato
IR 2026: chance de inclusão no primeiro lote acaba neste domingo,fato
Anvisa e PF vão combater venda ilegal de medicamentos emagrecedores,fato
Receita lança aplicativo CPF Digital,fato
Receita registra mais de 34 mil apreensões na alfândega em 2019,fato
Receita anula isenção tributária para líderes religiosos,fato
Contribuinte na malha fina pode contestar valores pela internet,fato
Prejuízos com ações já podem ser indicados à calculadora da Receita,fato
Receita Federal paga hoje lote residual de restituições do IRPF 2021,fato
Receita abre consulta a lote residual de restituição do IR,fato
Receita libera esta semana consulta ao lote residual da malha fina,fato
Receita recebe quase 14 milhões de declarações do IR em um mês,fato
Adesão ao Programa Litígio Zero começa hoje,fato
Prazo para motoristas com deficiência pedirem isenção cai para 3 dias,fato
PF apura vazamento de dados da Receita de ministros do STF,fato
Receita Federal alerta para tentativa de golpe com o imposto de renda,fato
Receita abre consulta para lote residual de restituições na segunda,fato
Receita atualiza regras de controle de entrada e saída de dinheiro,fato
Declaração do IR de anos anteriores também pode ser enviada à Receita,fato
Receita Federal destrói 97 mil aparelhos de TV box piratas,fato
Receita doará obras apreendidas ao Museu Nacional de Belas Artes,fato
"Arrecadação federal chega a R$ 261,9 milhões em outubro e bate recorde",fato
Termina nesta quarta-feira prazo para entrega do Imposto de Renda,fato
Receita quer anular decisão do TCU sobre sistema que controla bebidas,fato
Prazo para entrega da declaração do IR 2016 começa em 1º de março,fato
"Secretário especial da Receita Federal, Robinson Barreirinhas.",fato
Receita antecipa liberação do programa do IRPF 2026 para download,fato
Auditores fiscais da Receita Federal fazem manifestação,fato
"Receita Federal apreende 1,3 tonelada de cocaína no Rio",fato
Receita recebe mais de 10 milhões de declarações do Imposto de Renda,fato
"Arrecadação federal chega a R$ 280,63 bilhões em janeiro",fato
Receita paga hoje lote da malha fina do Imposto de Renda,fato
"Superintendência da Receita Federal, em Brasília.",fato
Receita paga penúltimo lote de restituição do Imposto de Renda 2016,fato
Receita abre amanhã consulta ao lote residual de restituição do IRPF,fato
Receita paga lote da malha fina do Imposto de Renda de março,fato
Ministro do STF suspende investigação da Receita contra autoridades,fato
Receita abre hoje consulta a lote residual de restituição do IRPF,fato
Receita Federal cria ambiente virtual de testes para novo tributo CBS,fato
Receita Federal vai monitorar patrimônio de grandes contribuintes,fato
Receita libera consulta a quarto lote de restituição do IR,fato
"Entenda como funciona o ""golpe do IOF"" na hora de pegar um empréstimo",fato
"O secretário Especial da Receita Federal, Julio Cesar Gomes, é o entrevistado do programa, Brasil em Pauta, na TV Brasil",fato
Patrimônio — Receita Federal,fato
Pagamentos ou Doações — Receita Federal,fato
Eu sou cidadão solidário: destinação do Imposto de Renda — Receita Federal,fato
Tela Inicial — Receita Federal,fato
Bens Financeiros — Receita Federal,fato
Bens Imóveis e Móveis — Receita Federal,fato
Manuais da Reforma Tributária do Consumo — Receita Federal,fato
Outros Rendimentos — Receita Federal,fato
Como entregar a Declaração de Saída Definitiva do País — Receita Federal,fato
Receita Federal começa a receber declarações do IRPF nesta segunda-feira às 8 horas,fato
"Faltando dois dias para o fim do prazo, mais de 37 milhões de contribuintes já enviaram declaração do IRPF 2026",fato
Receita Federal esclarece as regras para uso de créditos de PIS/Cofins na transição para a CBS,fato
Simples Nacional: prazo para adesão de empresas acaba nesta sexta,fato
Adesão ao ‘Refis’ para renegociação de dívidas com a Receita Federal termina nesta segunda (1º),fato
Vendas via PIX são contabilizadas no limite de faturamento do Simples Nacional; entenda,fato
Entenda o que é o Simples Nacional e quais vantagens para as empresas,fato
"Reforma tributária: para proteger Zona Franca de Manaus, bicicletas terão aumento de impostos",fato
Simples Nacional: termina na quarta-feira o prazo para adesão de empresas,fato
"Incentivos fiscais devem totalizar mais de R$ 900 bilhões em 2026, diz levantamento",fato
Novo Pronampe está disponível; veja as regras e como solicitar empréstimo,fato
"Imposto de Renda: 0,01% mais ricos do país pagam alíquota de 4,6%, diz estudo",fato
"Economia - Novo ICMS dificulta vida de pequenas lojas virtuais, dizem tributaristas",fato
LCD: o que é e como vai funcionar o novo título de renda fixa isento de Imposto de Renda,fato
"Coronavírus: governo dá 3 meses para depósito de FGTS, antecipa 13º do INSS e reforça Bolsa Família",fato
Economia - Fisco lança aplicativo para consultar CNPJ e ver andamento de pedidos,fato
"Com tributo médio da OCDE, taxação de dividendos no Brasil poderia gerar mais de R$ 100 bilhões por ano",fato
"Governo anuncia aumento de IOF para empresas, previdência privada de alta renda e câmbio",fato
Veja quanto os autônomos e MEIs vão pagar de contribuição ao INSS em 2021,fato
Renúncia fiscal soma R$ 400 bi em 2017 e supera gastos com saúde e educação,fato
"IOF mais alto: veja o que muda em cartões, moeda estrangeira, VGBL e empréstimos para empresas",fato
Reforma tributária: veja os principais pontos da proposta,fato
Coronavírus: veja as medidas econômicas já anunciadas pelo governo federal e pelo BC,fato
Como super-ricos podem continuar driblando impostos — apesar dos planos de Lula para taxá-los,fato
"Reforma tributária: com extinção do PIS, Cofins e IPI, R$ 40 bilhões em benefícios fiscais deixarão de existir em 2027",fato
"eSocial será extinto e substituído por outro sistema em 2020, afirma secretário da Previdência",fato
Reforma tributária dá novo passo com imposto dual; entenda o que pode mudar,fato
"Economia - Carga tributária avança para 35,95% do PIB em 2013 e bate novo recorde",fato
"Pronampe: 5,3 milhões de empresas têm direito a novos empréstimos a partir desta quarta",fato
Quanto o governo deixa de arrecadar com benefícios concedidos aos mais ricos?,fato
"Arrecadação federal soma R$ 1,87 trilhão em 2021 e bate recorde histórico",fato
"Alvos de críticas de Haddad, benefícios fiscais devem superar os R$ 500 bilhões em 2024, maior nível em 9 anos",fato
Veja como pagar suas contas durante a greve dos bancários,fato
Entenda a proposta de reforma tributária entregue pelo governo ao Congresso,fato
Loja pode divulgar tributos em painel quando nota fiscal não for obrigatória,fato
Reforma tributária: veja os principais pontos da proposta do relator,fato
PME - Veja o passo a passo para abrir uma empresa na internet,fato
Bancos começam mutirão de negociação de dívidas nesta sexta; veja como participar,fato
Por que os mais ricos pagam menos imposto sobre a renda no Brasil,fato
"Economia - Reforma do PIS/Cofins vai aumentar tributação de serviços, diz IBPT",fato
Governo propõe reunir PIS-Cofins em uma mesma contribuição com alíquota única de 12%,fato
Oito em cada 10 brasileiros inadimplentes são reincidentes; veja dicas para não voltar a ter o 'nome sujo',fato
Quer abrir uma distribuidora de bebidas? Veja 10 dicas do Sebrae,fato
"Arrecadação federal bate recorde histórico e soma R$ 325,8 bilhões em janeiro, maior valor em 32 anos",fato
"Explosão na demanda, aperto na oferta: como a pandemia impactou o mercado de bicicletas no Brasil",fato
Segunda etapa da reforma tributária mudará regras do Imposto de Renda; entenda,fato
Haddad promete medidas de proteção a setores afetados nos próximos dias: 'Nada do que foi anunciado não pode ser revisto',fato
Reforma tributária obriga empresas a revisar cadastros de clientes e sistemas fiscais; veja o que muda,fato
Imposto de Renda 2022: rendimentos isentos e tributados devem ser declarados; saiba quais são eles,fato
"Reforma tributária: cashback e alíquota menor para profissionais liberais são maiores mudanças para baixa renda, diz levantamento",fato
Por que donos de empresas geralmente pagam menos impostos do que seus funcionários no Brasil,fato
"Governo anuncia bloqueio de R$ 31,3 bilhões no Orçamento de 2025 e eleva IOF para bater meta fiscal",fato
"Exceções na reforma tributária podem elevar o novo Imposto sobre Valor Agregado a 27%, diz Fazenda",fato
"Imposto de Renda 2024: bolsas de estudo, herança e rescisão; veja lista de rendimentos isentos",fato
Chuvas no RS: setor produtivo divulga primeiros balanços de prejuízos econômicos da tragédia,fato
"IOF para compra de moeda estrangeira em espécie e remessas para contas no exterior sobe de 1,1% para 3,5%",fato
Reforma tributária: imposto de 25% sobre o consumo seria um dos maiores do mundo,fato
'Imposto do pecado': como a alíquota extra pode impactar os preços e modificar a indústria,fato
IR 2020: Quais são os rendimentos isentos e os tributados? Veja lista e saiba como declarar,fato
IR 2019: Quais são os rendimentos isentos e os tributados? Veja lista,fato
Lula arrecada muito no 3º mandato? E os gastos? Veja a comparação entre governos,fato
Imposto de Renda 2022: quais são os limites de isenção?,fato
"Exceções na reforma tributária limitarão IVAs brasileiros a 63% do potencial de arrecadação, estima Fazenda",fato
IR 2021: Quais são os rendimentos isentos e os tributados? Quais precisam ser declarados?,fato
Economia,fato
"Superávit primário do Governo Central fica em R$ 25,2 bilhões em abril",fato
Cinco milhões de famílias deixaram o Bolsa Família ao melhorar renda,fato
Fluminense avança e Corinthians perde na Libertadores,fato
Contrata+Brasil amplia serviços para MEIs em compras públicas,fato
Empresas do Simples Nacional entram na 2ª etapa do eSocial,fato
Receita abre opção de ingresso ou reingresso no Simples Nacional,fato
Afif Domingos apresenta dados de adesão ao Simples Nacional,fato
Bolsonaro sanciona lei de negociação de dívidas das micro empresas,fato
Receita abre prazo de adesão a parcelamento especial do Simples,fato
Quase 600 mil empresas pediram adesão ao Simples em janeiro,fato
Empresas excluídas do Simples têm até sexta para resolver pendências,fato
Micro e pequenas empresas podem aderir ao Simples Nacional até quarta,fato
Simples exigirá nota fiscal nacional única a partir de setembro,fato
Cerca de 60 empresas foram abertas no primeiro mês do Inova Simples,fato
Devedores da Receita Federal já podem quitar dívidas sem multa e juros,fato
Empresas têm até dia 31 de janeiro para aderir ao Simples Nacional,fato
Prazo para quitar documentos de arrecadação tributária termina dia 30,fato
Simples Nacional,fato
Empresas do Simples Nacional já podem parcelar débitos,fato
Dívidas do Simples poderão ser pagas ou renegociadas até 31 de março,fato
MEIs têm até hoje (30) para renegociar dívidas com a União | Radioagência Nacional,fato
Empresas inadimplentes não serão excluídas do Simples em 2020,fato
Patrocinador de evento cultural pode pedir dedução de doação no IRPF,fato
Contribuintes do Simples e MEIs podem parcelar débitos com a Receita,fato
Empresas do Simples terão de inscrever empregado no eSocial,fato
Receita disponibiliza aplicativo para parcelamento de débito do Simples Nacional,fato
"Prazo para pagar Darf, Simples e Previdência acaba hoje",fato
Receita Federal acelera importação de mercadorias do Paraguai via terrestre,fato
Lula sanciona lei que devolverá impostos de pequenos exportadores,fato
Mais de 723 mil empresas pedem para entrar no Simples Nacional,fato
Governo veta renegociação de dívidas de MEIs e de pequenas empresas,fato
Hoje é o último dia para MEIs regularizarem suas dívidas com o Simples,fato
Adesão a parcelamento do Simples Nacional vai até 29 de abril,fato
Governo cria Empresômetro para ajudar micro e pequenas empresas,fato
Simples Nacional: empresas afetadas por crise podem parcelar dívidas,fato
Micro e pequenas empresas têm até hoje para aderir ao Simples,fato
Mais de 650 mil empresas aderem ao Simples em 2024,fato
Confira pagamentos e tributos adiados ou suspensos durante pandemia,fato
Entenda como fica o IOF após decisão de ministro do STF,fato
Governo reabre programa de renegociação de dívidas com a União,fato
Entenda como fica o IOF após derrubada de decreto,fato
"Dilma diz que ""não acha necessária"" a autonomia do Banco Central",fato
Governo reinstala Conselho Nacional de Economia Solidária,fato
Migração de empregadores para eSocial só terminará em 2023,fato
Receita lança painel com dados sobre benefícios fiscais a empresas,fato
Empresas poderão renegociar dívidas com o Fisco com 70% de desconto,fato
Saiba mais sobre programa que oferece crédito para pequenos negócios,fato
Devedores impactados pela pandemia podem renegociar dívida com a União,fato
Bolsonaro apela para que caminhoneiros não façam greve,fato
"Governo padroniza alíquotas do IOF para arrecadar R$ 20,5 bilhões",fato
Câmara aprova medidas de apoio financeiro para vítimas da chuva em MG,fato
Receita passa a permitir quitação de débitos com cartão de crédito,fato
Receita e PF deflagram operação contra crimes tributários,fato
"Arrecadação federal bate recorde e soma R$ 325,7 bilhões em janeiro",fato
Multas a empresas que descumprirem reforma tributária começam em 2027,fato
Câmara deve votar na próxima semana projeto sobre créditos tributários,fato
Microempreendedor poderá parcelar débitos com a Receita em 120 prestações,fato
Desenrola Pequenos Negócios: renegociação de dívidas termina amanhã,fato
LEIAME — Receita Federal,fato
Validação do Comprovante de Arrecadação — Receita Federal,fato
DCTFWeb Manual de Orientação da DCTFWeb,fato
Manuais — Receita Federal,fato
Consultar procedimentos fiscais — Receita Federal,fato
Modelos de Documentos — Receita Federal,fato
